Unnamed: 0,Județ,administrare,Localitate,Altitudine (m),populatie,Latitudine N,Longitudine E,Cea mai apropiată stație,Distanța (km),special,auto,turism
2262.0,Suceava,comuna,Panaci,900,2036.0,47.2471824,25.379066,CALIMANI (RETITIS),16.8,MUNTE,MASINI,
1827.0,Suceava,comuna,Pârteștii De Jos,369,2519.0,47.6388714,25.9448619,SUCEAVA,22.2,,MASINI,
714.0,Suceava,comuna,Pătrăuți,327,4890.0,47.7189346,26.191484,SUCEAVA,10.3,,MASINI,
2167.0,Suceava,comuna,Poiana Stampei,913,2119.0,47.3106908,25.1269428,POIANA STAMPEI,1.7,MUNTE,MASINI,
2344.0,Suceava,comuna,Poieni-Solca,438,1941.0,47.6862564,25.8937392,RADAUTI,16.9,,MASINI,
1666.0,Suceava,comuna,Pojorâta,698,2777.0,47.5240443,25.4666778,POIANA STAMPEI,33.4,MUNTE,MASINI,DRUMETII
400.0,Suceava,comuna,Preutești,260,6682.0,47.4576011,26.4140176,SUCEAVA,23.4,,MASINI,
1117.0,Suceava,comuna,Putna,540,3658.0,47.8709159,25.6126786,RADAUTI,21.1,MUNTE,MASINI,
1184.0,Suceava,comuna,Rădășeni,316,3508.0,47.4688017,26.2527133,SUCEAVA,18.2,,MASINI,
77.0,Suceava,municipiul,Rădăuți,366,24292.0,47.8461055,25.9181822,RADAUTI,2.3,,MASINI,
653.0,Suceava,comuna,Râșca,382,5101.0,47.3567267,26.2343367,TARGU NEAMT,17.6,,MASINI,
1932.0,Suceava,comuna,Sadova,679,2389.0,47.5424818,25.5037958,POIANA STAMPEI,36.8,MUNTE,MASINI,
230.0,Suceava,oraș,Salcea,314,9513.0,47.6505423,26.3738952,SUCEAVA,10.2,,MASINI,
1009.0,Suceava,comuna,Șaru Dornei,837,3905.0,47.2915105,25.3708032,POIANA STAMPEI,18.2,MUNTE,MASINI,
1359.0,Suceava,comuna,Satu Mare,336,3232.0,47.8313671,26.0023952,RADAUTI,8.4,,MASINI,
155.0,Suceava,comuna,Șcheia,316,12792.0,47.6576471,26.2282633,SUCEAVA,3.0,,MASINI,
1433.0,Suceava,comuna,Șerbăuți,389,3119.0,47.8268448,26.1400907,RADAUTI,18.7,,MASINI,
1770.0,Suceava,comuna,Siminicea,298,2595.0,47.6998972,26.4011894,SUCEAVA,14.2,,MASINI,
398.0,Suceava,oraș,Siret,313,6708.0,47.9516479,26.0692763,RADAUTI,18.4,,MASINI,
728.0,Suceava,comuna,Slatina,468,4837.0,47.4460948,26.0028417,SUCEAVA,27.4,,MASINI,
1917.0,Suceava,oraș,Solca,493,2405.0,47.699949,25.8373688,RADAUTI,15.8,,MASINI,
616.0,Suceava,comuna,Straja,511,5258.0,47.9182518,25.5527501,RADAUTI,26.7,MUNTE,MASINI,
1283.0,Suceava,comuna,Stroiești,364,3332.0,47.6170711,26.129146,SUCEAVA,8.5,,MASINI,
588.0,Suceava,comuna,Stulpicani,583,5362.0,47.4585147,25.7650455,SUCEAVA,40.6,MUNTE,MASINI,
22.0,Suceava,municipiul,Suceava,360,84322.0,47.647001,26.2522599,SUCEAVA,1.8,,MASINI,DRUMETII
1824.0,Suceava,comuna,Sucevița,544,2520.0,47.7801015,25.7187131,RADAUTI,14.3,MUNTE,MASINI,
735.0,Suceava,comuna,Todirești,336,4810.0,47.7038278,26.0631423,SUCEAVA,15.5,,MASINI,
341.0,Suceava,comuna,Udești,277,7384.0,47.5755652,26.4122337,SUCEAVA,14.3,,MASINI,
2402.0,Suceava,comuna,Ulma,705,1873.0,47.8897496,25.2893928,RADAUTI,45.2,MUNTE,MASINI,
969.0,Suceava,comuna,Vadu Moldovei,328,4000.0,47.3778504,26.3706524,TARGU NEAMT,16.5,,MASINI,
841.0,Suceava,comuna,Valea Moldovei,453,4393.0,47.4733554,26.0211829,SUCEAVA,24.2,,MASINI,
579.0,Suceava,comuna,Vama,550,5413.0,47.5652703,25.6895559,RADAUTI,33.8,MUNTE,MASINI,
162.0,Suceava,municipiul,Vatra Dornei,795,12578.0,47.3469264,25.3557638,POIANA STAMPEI,16.9,MUNTE,MASINI,DRUMETII
1053.0,Suceava,comuna,Vatra Moldoviței,622,3779.0,47.6524987,25.5731342,RADAUTI,31.4,MUNTE,MASINI,
445.0,Suceava,comuna,Verești,267,6343.0,47.6069649,26.4396175,SUCEAVA,15.2,,MASINI,
487.0,Suceava,comuna,Vicovu De Jos,436,5978.0,47.9011188,25.7265852,RADAUTI,14.1,,MASINI,
127.0,Suceava,oraș,Vicovu de Sus,458,15143.0,47.9243533,25.6711233,RADAUTI,19.0,,MASINI,
574.0,Suceava,comuna,Voitinel,459,5429.0,47.8836552,25.7573498,RADAUTI,11.2,,MASINI,
471.0,Suceava,comuna,Volovăț,393,6106.0,47.8064719,25.8941127,RADAUTI,3.5,,MASINI,
1235.0,Suceava,comuna,Vulturești,283,3408.0,47.5204573,26.4108387,SUCEAVA,17.8,,MASINI,
1733.0,Suceava,comuna,Zamostea,294,2659.0,47.8661855,26.2033058,RADAUTI,23.6,,MASINI,
512.0,Suceava,comuna,Zvoriștea,275,5814.0,47.8371064,26.2915779,SUCEAVA,23.1,,MASINI,
48.0,Teleorman,municipiul,Alexandria,47,40390.0,43.9702236,25.3288462,ALEXANDRIA,2.0,,MASINI,
1752.0,Teleorman,comuna,Băbăița,84,2629.0,44.1614995,25.3833103,VIDELE,17.5,,MASINI,
2775.0,Teleorman,comuna,Balaci,131,1422.0,44.3389242,24.924152,ROSIORII DE VEDE,22.9,,MASINI,
2760.0,Teleorman,comuna,Beciu,88,1445.0,44.0042925,24.6657101,CARACAL,28.8,,MASINI,
2963.0,Teleorman,comuna,Beuca,108,1143.0,44.2519989,24.9663685,ROSIORII DE VEDE,12.8,,MASINI,
1119.0,Teleorman,comuna,Blejești,109,3655.0,44.2924682,25.47568,VIDELE,5.0,,MASINI,
2338.0,Teleorman,comuna,Bogdana,54,1948.0,43.9160913,25.103415,ALEXANDRIA,18.4,,MASINI,
790.0,Teleorman,comuna,Botoroaga,82,4588.0,44.1469825,25.5465959,VIDELE,14.4,,MASINI,
1287.0,Teleorman,comuna,Bragadiru,29,3327.0,43.7645693,25.5128957,ZIMNICEA,16.7,,MASINI,
1718.0,Teleorman,comuna,Brânceni,35,2688.0,43.877896,25.3973676,ALEXANDRIA,13.6,,MASINI,
3078.0,Teleorman,comuna,Bujoreni,87,935.0,44.1166455,25.6488185,VIDELE,19.9,,MASINI,
2537.0,Teleorman,comuna,Bujoru,71,1706.0,43.9585871,24.8501656,ROSIORII DE VEDE,22.4,,MASINI,
1084.0,Teleorman,comuna,Buzescu,56,3707.0,44.010819,25.2254689,ALEXANDRIA,7.6,,MASINI,
1663.0,Teleorman,comuna,Călinești,68,2779.0,44.0874712,25.2448168,ALEXANDRIA,12.7,,MASINI,
2657.0,Teleorman,comuna,Călmățuiu,80,1566.0,43.9694952,24.8652024,ROSIORII DE VEDE,20.8,,MASINI,
2513.0,Teleorman,comuna,Călmățuiu De Sus,90,1732.0,44.0291141,24.8139123,ROSIORII DE VEDE,17.9,,MASINI,
1913.0,Teleorman,comuna,Cervenia,28,2414.0,43.8331337,25.4597777,ALEXANDRIA,20.5,,MASINI,
1876.0,Teleorman,comuna,Ciolănești,118,2456.0,44.3048589,25.0891305,ROSIORII DE VEDE,20.6,,MASINI,
2832.0,Teleorman,comuna,Ciuperceni,116,1350.0,44.3176027,25.3786112,VIDELE,13.2,,MASINI,
1512.0,Teleorman,comuna,Conțești,34,3012.0,43.7922597,25.4920662,ZIMNICEA,18.0,,MASINI,
1951.0,Teleorman,comuna,Cosmești,108,2357.0,44.2952795,25.3935242,VIDELE,11.4,,MASINI,
2020.0,Teleorman,comuna,Crângeni,87,2274.0,44.0227627,24.7994527,ROSIORII DE VEDE,19.2,,MASINI,
2819.0,Teleorman,comuna,Crângu,35,1366.0,43.8461107,25.0734991,TURNU MAGURELE,18.8,,MASINI,
2862.0,Teleorman,comuna,Crevenicu,82,1300.0,44.2447262,25.5866859,VIDELE,5.4,,MASINI,
2967.0,Teleorman,comuna,Didești,109,1134.0,44.2154732,24.8880575,ROSIORII DE VEDE,11.4,,MASINI,
1027.0,Teleorman,comuna,Dobrotești,130,3845.0,44.2774243,24.8864349,ROSIORII DE VEDE,17.3,,MASINI,
2652.0,Teleorman,comuna,Dracea,38,1575.0,43.8514222,25.0460012,TURNU MAGURELE,17.4,,MASINI,
2756.0,Teleorman,comuna,Drăcșenei,110,1460.0,44.225274,24.9824787,ROSIORII DE VEDE,9.8,,MASINI,
2319.0,Teleorman,comuna,Drăgănești De Vede,83,1974.0,44.1290929,25.0566629,ROSIORII DE VEDE,6.2,,MASINI,
1090.0,Teleorman,comuna,Drăgănești-Vlașca,78,3698.0,44.1016543,25.5976772,VIDELE,20.0,,MASINI,
2857.0,Teleorman,comuna,Fântânele,80,1305.0,43.7210353,25.2926524,ZIMNICEA,9.2,,MASINI,
2125.0,Teleorman,comuna,Frăsinet,81,2148.0,44.1803836,25.3823842,VIDELE,16.1,,MASINI,
2525.0,Teleorman,comuna,Frumoasa,51,1721.0,43.790226,25.4703236,ZIMNICEA,16.9,,MASINI,
1579.0,Teleorman,comuna,Furculești,38,2915.0,43.8720151,25.142846,ALEXANDRIA,18.5,,MASINI,
1901.0,Teleorman,comuna,Gălăteni,105,2426.0,44.2273936,25.3588633,VIDELE,15.0,,MASINI,
1785.0,Teleorman,comuna,Gratia,118,2571.0,44.4388716,25.4479795,VIDELE,19.4,,MASINI,
878.0,Teleorman,comuna,Islaz,27,4256.0,43.7271174,24.7570489,TURNU MAGURELE,10.1,,MASINI,
2251.0,Teleorman,comuna,Izvoarele,41,2048.0,43.8257537,25.3951075,ALEXANDRIA,18.8,,MASINI,
2328.0,Teleorman,comuna,Lisa,29,1964.0,43.7928087,25.1429119,TURNU MAGURELE,21.8,,MASINI,
2213.0,Teleorman,comuna,Lița,56,2073.0,43.7954452,24.8215726,TURNU MAGURELE,6.5,,MASINI,
1409.0,Teleorman,comuna,Lunca,37,3145.0,43.839387,24.7692523,TURNU MAGURELE,12.9,,MASINI,
1996.0,Teleorman,comuna,Măgura,52,2299.0,44.022633,25.3952451,ALEXANDRIA,7.8,,MASINI,
1156.0,Teleorman,comuna,Măldăeni,106,3559.0,44.1265761,24.9206434,ROSIORII DE VEDE,4.9,,MASINI,
1377.0,Teleorman,comuna,Mârzănești,38,3200.0,43.9355962,25.4668871,ALEXANDRIA,13.4,,MASINI,
1982.0,Teleorman,comuna,Mavrodin,56,2316.0,44.0364953,25.2372529,ALEXANDRIA,8.4,,MASINI,
1751.0,Teleorman,comuna,Mereni,79,2630.0,44.23159295,25.6375997198855,VIDELE,9.6,,MASINI,
2786.0,Teleorman,comuna,Moșteni,100,1410.0,44.1978737,25.5085443,VIDELE,8.9,,MASINI,
1145.0,Teleorman,comuna,Nanov,50,3585.0,43.9934283,25.2841287,ALEXANDRIA,2.6,,MASINI,
2041.0,Teleorman,comuna,Năsturelu,28,2248.0,43.6713817,25.4646261,ZIMNICEA,8.1,,MASINI,
3035.0,Teleorman,comuna,Necșești,103,1017.0,44.2518057,25.1493751,ROSIORII DE VEDE,18.6,,MASINI,
2052.0,Teleorman,comuna,Nenciulești,64,2238.0,44.0349487,25.2000956,ALEXANDRIA,10.7,,MASINI,
1511.0,Teleorman,comuna,Olteni,76,3013.0,44.1770429,25.2916803,ALEXANDRIA,21.5,,MASINI,
425.0,Teleorman,comuna,Orbeasca,62,6472.0,44.11277445,25.3312964727372,ALEXANDRIA,14.4,,MASINI,
475.0,Teleorman,comuna,Peretu,69,6090.0,44.0448827,25.0906648,ROSIORII DE VEDE,13.5,,MASINI,
1687.0,Teleorman,comuna,Piatra,40,2744.0,43.8099934,25.1662885,ALEXANDRIA,22.7,,MASINI,
1915.0,Teleorman,comuna,Pietroșani,22,2407.0,43.7130493,25.6493579,ZIMNICEA,23.6,,MASINI,
2201.0,Teleorman,comuna,Plopii-Slăvitești,70,2080.0,43.9628745,24.6836357,TURNU MAGURELE,28.0,,MASINI,
678.0,Teleorman,comuna,Plosca,67,5015.0,44.0236626,25.1487501,ALEXANDRIA,13.9,,MASINI,
1536.0,Teleorman,comuna,Poeni,123,2985.0,44.4012835,25.3436226,VIDELE,20.6,,MASINI,
835.0,Teleorman,comuna,Poroschia,41,4411.0,43.9424515,25.3554822,ALEXANDRIA,5.7,,MASINI,
2813.0,Teleorman,comuna,Purani,69,1372.0,43.9886858,25.4343093,ALEXANDRIA,9.7,,MASINI,
2236.0,Teleorman,comuna,Putineiu,65,2058.0,43.9035351,24.9665937,TURNU MAGURELE,18.2,,MASINI,
2154.0,Teleorman,comuna,Rădoiești,82,2129.0,44.14418205,25.1441374465249,ROSIORII DE VEDE,13.1,,MASINI,
3096.0,Teleorman,comuna,Răsmirești,86,887.0,43.9963555,25.5612216,ALEXANDRIA,19.9,,MASINI,
82.0,Teleorman,municipiul,Roșiori de Vede,85,22294.0,44.1083489,24.9952094,ROSIORII DE VEDE,3.4,,MASINI,
3043.0,Teleorman,comuna,Săceni,112,1011.0,44.2299276,25.0646339,ROSIORII DE VEDE,12.3,,MASINI,
2374.0,Teleorman,comuna,Saelele,38,1901.0,43.8557665,24.7278926,TURNU MAGURELE,16.5,,MASINI,
2285.0,Teleorman,comuna,Salcia,60,2010.0,43.9373421,24.9237712,TURNU MAGURELE,20.8,,MASINI,
2729.0,Teleorman,comuna,Sârbeni,138,1497.0,44.4724151,25.3848917,VIDELE,24.9,,MASINI,
1174.0,Teleorman,comuna,Scrioaștea,91,3524.0,44.14544,24.9532022,ROSIORII DE VEDE,2.4,,MASINI,
2797.0,Teleorman,comuna,Scurtu Mare,127,1395.0,44.3424671,25.2701986,VIDELE,22.3,,MASINI,
2077.0,Teleorman,comuna,Seaca,34,2212.0,43.7566214,25.0542687,TURNU MAGURELE,14.2,,MASINI,
1731.0,Teleorman,comuna,Segarcea-Vale,56,2660.0,43.8168053,24.8064953,TURNU MAGURELE,9.1,,MASINI,
3069.0,Teleorman,comuna,Sfințești,88,947.0,44.1904166,25.0993805,ROSIORII DE VEDE,11.2,,MASINI,
2249.0,Teleorman,comuna,Siliștea,129,2049.0,44.3727162,25.3574344,VIDELE,17.7,,MASINI,
2084.0,Teleorman,comuna,Siliștea-Gumești,150,2200.0,44.3800828,25.0148034,STOLNICI,27.1,,MASINI,
2828.0,Teleorman,comuna,Slobozia Mândra,64,1358.0,43.9157624,24.6991431,TURNU MAGURELE,23.0,,MASINI,
2169.0,Teleorman,comuna,Smârdioasa,33,2117.0,43.8495156,25.4352407,ALEXANDRIA,17.9,,MASINI,
2603.0,Teleorman,comuna,Stejaru,93,1624.0,44.0249055,24.7806321,ROSIORII DE VEDE,20.2,,MASINI,
1734.0,Teleorman,comuna,Ștorobăneasa,40,2655.0,43.8848774,25.4543999,ALEXANDRIA,15.8,,MASINI,
2395.0,Teleorman,comuna,Suhaia,84,1879.0,43.7395259,25.2529148,ZIMNICEA,12.9,,MASINI,
2557.0,Teleorman,comuna,Talpa,116,1679.0,44.2884425,25.3089518310693,VIDELE,18.0,,MASINI,
1393.0,Teleorman,comuna,Tătărăștii De Jos,123,3162.0,44.3750145,25.1772095,VIDELE,30.4,,MASINI,
1658.0,Teleorman,comuna,Tătărăștii De Sus,123,2781.0,44.4067635,25.1219703,STOLNICI,31.6,,MASINI,
964.0,Teleorman,comuna,Țigănești,37,4012.0,43.899115,25.381409,ALEXANDRIA,10.9,,MASINI,
2776.0,Teleorman,comuna,Traian,31,1421.0,43.7665139,25.0034176,TURNU MAGURELE,10.3,,MASINI,
2010.0,Teleorman,comuna,Trivalea-Moșteni,94,2282.0,44.2631152,25.2417198,VIDELE,23.3,,MASINI,
1903.0,Teleorman,comuna,Troianul,85,2424.0,44.001432,25.0210568,ROSIORII DE VEDE,15.4,,MASINI,
100.0,Teleorman,municipiul,Turnu Măgurele,34,19597.0,43.7518306,24.8691717,TURNU MAGURELE,0.7,,MASINI,
2985.0,Teleorman,comuna,Uda-Clocociov,84,1108.0,43.8879139,24.7143671,TURNU MAGURELE,19.9,,MASINI,
1706.0,Teleorman,comuna,Vârtoape,85,2711.0,44.200207,25.1957509540218,ROSIORII DE VEDE,18.6,,MASINI,
1796.0,Teleorman,comuna,Vedea,97,2557.0,44.0922915,25.0658976,ROSIORII DE VEDE,8.4,,MASINI,
210.0,Teleorman,oraș,Videle,93,10107.0,44.274599,25.5277294,VIDELE,0.5,,MASINI,
2765.0,Teleorman,comuna,Viișoara,80,1438.0,43.7798379,25.175125,ZIMNICEA,20.5,,MASINI,
1811.0,Teleorman,comuna,Vitănești,55,2539.0,44.0123411,25.4191446,ALEXANDRIA,9.0,,MASINI,
2934.0,Teleorman,comuna,Zâmbreasca,133,1192.0,44.3034993,24.9984711,ROSIORII DE VEDE,18.6,,MASINI,
160.0,Teleorman,oraș,Zimnicea,33,12589.0,43.6542344,25.3655464,ZIMNICEA,0.4,,MASINI,
2736.0,Timiș,comuna,Balinț,121,1489.0,45.8145056,21.85625,LUGOJ,14.2,,MASINI,
1637.0,Timiș,comuna,Banloc,81,2821.0,45.3877892,21.1342832,BANLOC,0.5,,MASINI,
3196.0,Timiș,comuna,Bara,199,299.0,45.8947222,21.8719444,LUGOJ,22.8,,MASINI,
2743.0,Timiș,comuna,Bârna,183,1473.0,45.7207129,22.0579907,LUGOJ,12.5,,MASINI,
2847.0,Timiș,comuna,Beba Veche,77,1328.0,46.1311709,20.3003869,SANNICOLAU MARE,24.2,,MASINI,
1604.0,Timiș,comuna,Becicherecu Mic,85,2875.0,45.8346771,21.0514741,TIMISOARA,16.4,,MASINI,
1914.0,Timiș,comuna,Belinț,109,2410.0,45.7495962,21.7659457,LUGOJ,12.5,,MASINI,
1583.0,Timiș,comuna,Bethausen,124,2908.0,45.8367872,21.959382,LUGOJ,16.8,,MASINI,
1499.0,Timiș,comuna,Biled,87,3031.0,45.8877842,20.9595979,JIMBOLIA,21.1,,MASINI,
2445.0,Timiș,comuna,Birda,102,1819.0,45.4299568,21.3435936,BANLOC,16.5,,MASINI,
3184.0,Timiș,comuna,Bogda,148,448.0,45.9765687,21.5833858,ARAD,28.3,,MASINI,
1916.0,Timiș,comuna,Boldur,110,2407.0,45.6941676,21.7766585,LUGOJ,9.8,,MASINI,
3148.0,Timiș,comuna,Brestovăț,131,675.0,45.8734183,21.6820062,LUGOJ,26.6,,MASINI,
1830.0,Timiș,comuna,Bucovăț,93,2512.0,45.755374,21.3814294,TIMISOARA,11.5,,MASINI,
383.0,Timiș,oraș,Buziaș,124,6834.0,45.64921,21.6042462,LUGOJ,23.7,,MASINI,
870.0,Timiș,comuna,Cărpiniș,80,4278.0,45.7872251,20.9041724,JIMBOLIA,14.5,,MASINI,
1165.0,Timiș,comuna,Cenad,83,3537.0,46.1374895,20.5855464,SANNICOLAU MARE,7.4,,MASINI,
1672.0,Timiș,comuna,Cenei,78,2760.0,45.715836,20.9038891,JIMBOLIA,17.2,,MASINI,
2053.0,Timiș,comuna,Checea,78,2238.0,45.7543534,20.8347391,JIMBOLIA,10.4,,MASINI,
1943.0,Timiș,comuna,Chevereșu Mare,101,2369.0,45.6669491,21.4908299,TIMISOARA,24.3,,MASINI,
571.0,Timiș,oraș,Ciacova,79,5434.0,45.5080566,21.1286196,BANLOC,13.0,,MASINI,
713.0,Timiș,comuna,Comloșu Mare,82,4892.0,45.8905532,20.6272224,JIMBOLIA,12.3,,MASINI,
1037.0,Timiș,comuna,Coșteiu,114,3815.0,45.7411189,21.8491647,LUGOJ,7.0,,MASINI,
2732.0,Timiș,comuna,Criciova,171,1493.0,45.6333333,22.0666667,LUGOJ,14.2,,MASINI,
2915.0,Timiș,comuna,Curtea,197,1228.0,45.8297044,22.3078364,VARADIA DE MURES,24.3,,MASINI,
1467.0,Timiș,comuna,Darova,157,3074.0,45.6420035,21.7733339,LUGOJ,11.4,,MASINI,
1649.0,Timiș,comuna,Denta,90,2800.0,45.3538894,21.2491624,BANLOC,9.5,,MASINI,
533.0,Timiș,oraș,Deta,91,5670.0,45.3888968,21.2244427,BANLOC,6.7,,MASINI,
1112.0,Timiș,comuna,Dudeștii Noi,85,3665.0,45.8398182,21.1008121,TIMISOARA,12.7,,MASINI,
1031.0,Timiș,comuna,Dudeștii Vechi,79,3827.0,46.0516425,20.484023,SANNICOLAU MARE,9.4,,MASINI,
1831.0,Timiș,comuna,Dumbrava,144,2512.0,45.8253697,22.1168539,VARADIA DE MURES,21.7,,MASINI,
94.0,Timiș,comuna,Dumbrăvița,96,20014.0,45.8018764,21.247858,TIMISOARA,1.8,,MASINI,
413.0,Timiș,oraș,Făget,153,6595.0,45.8558027,22.1768874,VARADIA DE MURES,18.3,,MASINI,
2660.0,Timiș,comuna,Fârdea,203,1562.0,45.7385449,22.1641397,LUGOJ,21.0,,MASINI,
2463.0,Timiș,comuna,Fibiș,153,1795.0,45.9727968,21.4235521,TIMISOARA,21.6,,MASINI,
2722.0,Timiș,comuna,Foeni,75,1500.0,45.4996804,20.8711749,BANLOC,24.1,,MASINI,
567.0,Timiș,oraș,Gătaia,109,5473.0,45.4311111,21.43,BANLOC,23.1,,MASINI,
1702.0,Timiș,comuna,Gavojdia,143,2719.0,45.6166667,22.0166667,LUGOJ,12.1,,MASINI,
2280.0,Timiș,comuna,Ghilad,80,2017.0,45.4682161,21.1381203,BANLOC,8.6,,MASINI,
266.0,Timiș,comuna,Ghiroda,87,8866.0,45.7681865,21.3016829,TIMISOARA,6.1,,MASINI,
2979.0,Timiș,comuna,Ghizela,121,1113.0,45.8217736,21.7441077,LUGOJ,19.1,,MASINI,
384.0,Timiș,comuna,Giarmata,115,6831.0,45.8385703,21.3155549,TIMISOARA,5.0,,MASINI,
2972.0,Timiș,comuna,Giera,75,1131.0,45.4074381,20.991844,BANLOC,11.6,,MASINI,
84.0,Timiș,comuna,Giroc,87,22270.0,45.6941795,21.2358535,TIMISOARA,13.6,,MASINI,
1469.0,Timiș,comuna,Giulvăz,80,3072.0,45.5488902,20.9844499,BANLOC,21.3,,MASINI,
2442.0,Timiș,comuna,Gottlob,84,1822.0,45.9360035,20.7116849,JIMBOLIA,15.1,,MASINI,
1440.0,Timiș,comuna,Iecea Mare,84,3111.0,45.8507422,20.8930965,JIMBOLIA,14.7,,MASINI,
1683.0,Timiș,comuna,Jamu Mare,101,2748.0,45.2552746,21.4154765,BANLOC,26.4,,MASINI,
1052.0,Timiș,comuna,Jebel,83,3781.0,45.5555553,21.213617,BANLOC,19.2,,MASINI,
208.0,Timiș,oraș,Jimbolia,80,10179.0,45.7917331,20.7183733,JIMBOLIA,0.9,,MASINI,
591.0,Timiș,comuna,Lenauheim,86,5349.0,45.8719408,20.7994504,JIMBOLIA,10.1,,MASINI,
1263.0,Timiș,comuna,Liebling,91,3358.0,45.5775001,21.32167,BANLOC,25.1,,MASINI,
2809.0,Timiș,comuna,Livezile,75,1374.0,45.3902593,21.0579432,BANLOC,6.3,,MASINI,
1611.0,Timiș,comuna,Lovrin,90,2866.0,45.9680546,20.7702851,SANNICOLAU MARE,17.4,,MASINI,
51.0,Timiș,municipiul,Lugoj,125,35450.0,45.6862542,21.9063162,LUGOJ,0.6,,MASINI,
2577.0,Timiș,comuna,Mănăștiur,132,1649.0,45.8326335,22.0652992,LUGOJ,20.2,,MASINI,
2212.0,Timiș,comuna,Margina,175,2074.0,45.8583213,22.2657848,VARADIA DE MURES,20.0,,MASINI,
2058.0,Timiș,comuna,Mașloc,171,2236.0,45.9980541,21.4497207,ARAD,20.6,,MASINI,
2306.0,Timiș,comuna,Moravița,78,1990.0,45.2561039,21.269472,BANLOC,18.2,,MASINI,
113.0,Timiș,comuna,Moșnița Nouă,91,16424.0,45.7187651,21.3258575,TIMISOARA,11.9,,MASINI,
1941.0,Timiș,comuna,Nădrag,277,2371.0,45.6496264,22.1829457,LUGOJ,22.2,,MASINI,
2739.0,Timiș,comuna,Nițchidorf,126,1483.0,45.5803942,21.5346558,LUGOJ,31.2,,MASINI,
3091.0,Timiș,comuna,Ohaba Lungă,152,904.0,45.9070434,21.9836847,VARADIA DE MURES,18.0,,MASINI,
941.0,Timiș,comuna,Orțișoara,123,4104.0,45.9636056,21.1983354,TIMISOARA,17.2,,MASINI,
2570.0,Timiș,comuna,Otelec,74,1657.0,45.6164152,20.851455,JIMBOLIA,22.9,,MASINI,
2244.0,Timiș,comuna,Pădureni,84,2052.0,45.5974835,21.2174278,BANLOC,23.7,,MASINI,
1957.0,Timiș,comuna,Parța,84,2351.0,45.6288773,21.1387727,TIMISOARA,22.8,,MASINI,
697.0,Timiș,comuna,Peciu Nou,83,4931.0,45.6056802,21.0581372,BANLOC,24.7,,MASINI,
906.0,Timiș,comuna,Periam,92,4196.0,46.0422872,20.8711212,SANNICOLAU MARE,21.0,,MASINI,
2438.0,Timiș,comuna,Pesac,93,1835.0,45.9959003,20.8352182,SANNICOLAU MARE,19.9,,MASINI,
3042.0,Timiș,comuna,Pietroasa,247,1012.0,45.8364666,22.3947781,VARADIA DE MURES,27.7,,MASINI,
1390.0,Timiș,comuna,Pișchia,108,3167.0,45.9041194,21.3403585,TIMISOARA,11.6,,MASINI,
1575.0,Timiș,comuna,Racovița,102,2924.0,45.6997387,21.6363344,LUGOJ,20.7,,MASINI,
295.0,Timiș,oraș,Recaș,106,8347.0,45.8017298,21.5094023,TIMISOARA,19.3,,MASINI,
1584.0,Timiș,comuna,Remetea Mare,95,2908.0,45.7795852,21.3754148,TIMISOARA,9.7,,MASINI,
244.0,Timiș,comuna,Săcălaz,83,9223.0,45.7603829,21.1110251,TIMISOARA,13.1,,MASINI,
1240.0,Timiș,comuna,Sacoșu Turcesc,94,3392.0,45.65195,21.4288939,TIMISOARA,22.4,,MASINI,
601.0,Timiș,comuna,Șag,87,5303.0,45.6506466,21.1743585,TIMISOARA,19.5,,MASINI,
358.0,Timiș,comuna,Sânandrei,94,7137.0,45.8550906,21.1677379,TIMISOARA,8.4,,MASINI,
1571.0,Timiș,comuna,Șandra,87,2931.0,45.9257859,20.8938998,JIMBOLIA,19.5,,MASINI,
291.0,Timiș,comuna,Sânmihaiu Român,83,8419.0,45.7078393,21.0905773,TIMISOARA,17.8,,MASINI,
192.0,Timiș,oraș,Sânnicolau Mare,86,10627.0,46.0711247,20.624115,SANNICOLAU MARE,1.7,,MASINI,
1723.0,Timiș,comuna,Sânpetru Mare,90,2680.0,46.0457416,20.817701,SANNICOLAU MARE,16.9,,MASINI,
1763.0,Timiș,comuna,Saravale,86,2610.0,46.0689632,20.7401964,SANNICOLAU MARE,10.7,,MASINI,
824.0,Timiș,comuna,Satchinez,88,4439.0,45.937496,21.0405692,TIMISOARA,21.8,,MASINI,
3193.0,Timiș,comuna,Secaș,165,320.0,45.885,21.8191667,LUGOJ,22.6,,MASINI,
2121.0,Timiș,comuna,Știuca,191,2160.0,45.5731409,21.9813042,LUGOJ,14.4,,MASINI,
1141.0,Timiș,comuna,Teremia Mare,78,3603.0,45.9355076,20.5270124,SANNICOLAU MARE,16.3,,MASINI,
5.0,Timiș,municipiul,Timișoara,95,250849.0,45.7538355,21.2257474,TIMISOARA,7.4,,MASINI,
2397.0,Timiș,comuna,Tomești,235,1879.0,45.7861341,22.3082376,VARADIA DE MURES,28.6,,MASINI,
1446.0,Timiș,comuna,Tomnatic,85,3106.0,45.9885699,20.6618594,SANNICOLAU MARE,10.4,,MASINI,
1781.0,Timiș,comuna,Topolovățu Mare,103,2576.0,45.7738945,21.6188845,LUGOJ,23.9,,MASINI,
1625.0,Timiș,comuna,Tormac,140,2852.0,45.5208335,21.493605,BANLOC,31.2,,MASINI,
